"","age","renta","clients3clusters.cluster"
"1106",24,42442.5,4
"1107",33,140852.76,1
"1108",55,110388.366726524,1
"1109",44,141567.9,1
"1110",64,110388.366726524,1
"1111",52,187007.49,3
"1112",43,110388.366726524,1
"1113",24,110388.366726524,1
"1114",43,110388.366726524,1
"1115",75,100406.88,1
"1116",56,63166.86,4
"1117",25,110388.366726524,1
"1118",31,134197.41,1
"1119",21,51927.63,4
"1120",20,110388.366726524,1
"1121",64,110388.366726524,1
"1122",27,140088.96,1
"1123",42,45899.88,4
"1124",58,193871.43,3
"1125",55,110388.366726524,1
"1126",56,145902.48,1
"1127",25,219328.56,3
"1128",8,95802,2
"1129",41,120135.78,1
"1130",24,38320.86,4
"1131",24,110388.366726524,1
"1132",27,118362.78,1
"1133",49,146416.17,1
"1134",22,42773.49,4
"1135",24,94306.95,2
"1136",40,85840.38,2
"1137",53,181583.76,3
"1138",33,138293.01,1
"1139",77,174212.22,3
"1140",26,117124.26,1
"1141",47,198478.08,3
"1142",27,78431.34,2
"1143",38,110388.366726524,1
"1144",47,71658.36,2
"1145",52,78345.57,2
"1146",38,74381.01,2
"1147",21,162991.2,1
"1148",24,223762.53,3
"1149",45,112898.34,1
"1150",54,96152.1,2
"1151",63,85780.14,2
"1152",28,78433.17,2
"1153",25,110388.366726524,1
"1154",58,208487.43,3
"1155",37,94848.51,2
"1156",24,96082.26,2
"1157",64,110388.366726524,1
"1158",21,69034.11,2
"1159",25,87916.68,2
"1160",53,110388.366726524,1
"1161",56,157080.78,1
"1162",42,116232.51,1
"1163",51,110388.366726524,1
"1164",49,89001.63,2
"1165",68,34268.4,4
"1166",45,110388.366726524,1
"1167",49,97583.88,2
"1168",30,160361.37,1
"1169",25,110388.366726524,1
"1170",24,55174.95,4
"1171",24,27218.34,4
"1172",54,110388.366726524,1
"1173",60,103268.16,1
"1174",37,177592.2,3
"1175",64,196783.68,3
"1176",63,102369.93,1
"1177",20,80627.31,2
"1178",22,107361.48,1
"1179",20,110388.366726524,1
"1180",24,62817.57,4
"1181",74,110388.366726524,1
"1182",47,163733.85,1
"1183",68,110388.366726524,1
"1184",36,64061.07,4
"1185",26,66744.33,2
"1186",56,116374.62,1
"1187",42,110388.366726524,1
"1188",39,202285.47,3
"1189",81,73321.8,2
"1190",23,111636.3,1
"1191",85,186382.59,3
"1192",24,110388.366726524,1
"1193",22,110388.366726524,1
"1194",23,59350.41,4
"1195",22,76478.13,2
"1196",35,179998.02,3
"1197",31,110388.366726524,1
"1198",25,283325.67,3
"1199",48,31998.78,4
"1200",14,80298.51,2
"1201",38,36969.75,4
"1202",74,114897,1
"1203",22,150728.25,1
"1204",45,198966.78,3
"1205",55,120914.52,1
"1206",27,110388.366726524,1
"1207",65,33688.98,4
"1208",74,110388.366726524,1
"1209",96,63426.78,4
"1210",22,81855.15,2
"1211",47,201715.95,3
"1212",24,81208.8,2
"1213",36,110388.366726524,1
"1214",39,93224.55,2
"1215",36,190297.77,3
"1216",24,103574.4,1
"1217",57,110388.366726524,1
"1218",49,131298.6,1
"1219",85,36943.59,4
"1220",22,187347.33,3
"1221",34,249590.97,3
"1222",41,83264.85,2
"1223",55,129848.67,1
"1224",18,192628.74,3
"1225",47,66587.61,2
"1226",23,112307.16,1
"1227",37,110388.366726524,1
"1228",34,106298.19,1
"1229",53,82340.01,2
"1230",26,110388.366726524,1
"1231",41,137945.79,1
"1232",47,255241.23,3
"1233",42,80405.91,2
"1234",24,164939.28,3
"1235",53,98428.71,2
"1236",34,110388.366726524,1
"1237",54,39584.4,4
"1238",102,110388.366726524,1
"1239",35,110388.366726524,1
"1240",21,76368.33,2
"1241",30,87848.25,2
"1242",43,56534.79,4
"1243",20,110388.366726524,1
"1244",20,118148.7,1
"1245",54,110388.366726524,1
"1246",48,196188.6,3
"1247",36,46059.66,4
"1248",50,135889.17,1
"1249",49,81924,2
"1250",24,87522.12,2
"1251",3,154019.34,1
"1252",53,128140.8,1
"1253",74,135976.71,1
"1254",42,115282.38,1
"1255",23,70879.32,2
"1256",42,88300.59,2
"1257",47,213665.46,3
"1258",55,74048.43,2
"1259",42,110388.366726524,1
"1260",45,110388.366726524,1
"1261",49,238085.16,3
"1262",54,110388.366726524,1
"1263",22,86076.45,2
"1264",72,80622.75,2
"1265",31,110388.366726524,1
"1266",48,132016.83,1
"1267",48,104805.06,1
"1268",37,58423.35,4
"1269",22,110388.366726524,1
"1270",47,71031.72,2
"1271",43,63923.85,4
"1272",24,46707.54,4
"1273",20,69471.54,2
"1274",44,110388.366726524,1
"1275",50,37969.44,4
"1276",27,52051.59,4
"1277",21,157568.34,1
"1278",23,119420.88,1
"1279",22,118588.59,1
"1280",58,226888.89,3
"1281",31,134860.14,1
"1282",44,186623.28,3
"1283",23,133599.45,1
"1284",21,42936.24,4
"1285",68,160903.41,1
"1286",46,72238.5,2
"1287",30,65182.89,4
"1288",49,110388.366726524,1
"1289",61,238690.65,3
"1290",23,57229.59,4
"1291",39,61952.94,4
"1292",52,63845.37,4
"1293",55,110388.366726524,1
"1294",22,33613.89,4
"1295",68,103987.2,1
"1296",36,111460.89,1
"1297",22,86105.67,2
"1298",45,227546.13,3
"1299",66,30738.24,4
"1300",46,110388.366726524,1
"1301",37,139386.12,1
"1302",32,99265.08,2
"1303",22,121506.78,1
"1304",86,79200.45,2
"1305",43,234899.22,3
"1306",49,110388.366726524,1
"1307",88,124983.12,1
"1308",32,76150.56,2
"1309",53,145155.42,1
"1310",90,61793.01,4
"1311",41,143986.56,1
"1312",77,110388.366726524,1
"1313",48,34392.27,4
"1314",44,233396.73,3
"1315",47,131339.82,1
"1316",27,81821.16,2
"1317",49,102625.47,1
"1318",20,74826,2
"1319",38,111352.77,1
"1320",23,67559.1,2
"1321",31,110388.366726524,1
"1322",20,110388.366726524,1
"1323",28,110388.366726524,1
"1324",40,46297.17,4
"1325",37,38625.96,4
"1326",24,66696.87,2
"1327",25,184416.48,3
"1328",43,66922.23,2
"1329",28,110388.366726524,1
"1330",20,110388.366726524,1
"1331",23,177178.71,3
"1332",24,72565.89,2
"1333",32,23729.61,4
"1334",25,62569.65,4
"1335",47,121809.33,1
"1336",39,58710.39,4
"1337",21,52955.79,4
"1338",21,33126.39,4
"1339",24,155619.3,1
"1340",20,74530.95,2
"1341",37,82819.59,2
"1342",24,75955.41,2
"1343",23,105785.94,1
"1344",25,110388.366726524,1
"1345",24,110388.366726524,1
"1346",40,110388.366726524,1
"1347",21,68433.42,2
"1348",72,214947.78,3
"1349",87,79142.25,2
"1350",52,110388.366726524,1
"1351",25,110388.366726524,1
"1352",60,208985.37,3
"1353",29,84070.95,2
"1354",45,110388.366726524,1
"1355",26,89586.33,2
"1356",33,76102.44,2
"1357",53,51357.63,4
"1358",23,110388.366726524,1
"1359",33,133639.83,1
"1360",57,110388.366726524,1
"1361",48,53890.62,4
"1362",30,131975.16,1
"1363",33,63493.74,4
"1364",26,58288.83,4
"1365",68,80053.86,2
"1366",66,110324.94,1
"1367",36,122352.96,1
"1368",44,147059.94,1
"1369",38,123858.72,1
"1370",67,110388.366726524,1
"1371",22,110388.366726524,1
"1372",30,72339.78,2
"1373",25,166238.61,3
"1374",44,58608.27,4
"1375",48,58138.29,4
"1376",21,99255.51,2
"1377",25,21646.2,4
"1378",23,97748.67,2
"1379",55,110388.366726524,1
"1380",76,106841.4,1
"1381",36,110388.366726524,1
"1382",25,71298.99,2
"1383",51,53986.62,4
"1384",54,57689.52,4
"1385",49,110388.366726524,1
"1386",46,110388.366726524,1
"1387",47,134090.13,1
"1388",96,110388.366726524,1
"1389",34,82056.57,2
"1390",36,55997.58,4
"1391",34,79561.38,2
"1392",28,69079.23,2
"1393",22,107088.06,1
"1394",47,154879.74,1
"1395",29,110388.366726524,1
"1396",21,38676.3,4
"1397",22,98323.68,2
"1398",69,61198.44,4
"1399",38,110388.366726524,1
"1400",56,95252.88,2
"1401",50,212180.07,3
"1402",35,106305.69,1
"1403",21,215728.05,3
"1404",21,47500.68,4
"1405",20,128873.34,1
"1406",24,110388.366726524,1
"1407",22,186891.63,3
"1408",47,112259.91,1
"1409",36,110388.366726524,1
"1410",35,259860.75,3
"1411",30,20296.17,4
"1412",40,74164.59,2
"1413",53,110388.366726524,1
"1414",22,124691.16,1
"1415",58,164018.13,3
"1416",21,70975.74,2
"1417",60,73924.56,2
"1418",4,110388.366726524,1
"1419",23,120709.86,1
"1420",22,110388.366726524,1
"1421",45,40577.43,4
"1422",42,164928.15,3
"1423",21,61800,4
"1424",10,262808.22,3
"1425",47,110388.366726524,1
"1426",30,48305.82,4
"1427",24,111387.87,1
"1428",22,57113.01,4
"1429",31,97214.82,2
"1430",48,138025.26,1
"1431",45,96043.8,2
"1432",21,81829.86,2
"1433",21,122191.38,1
"1434",21,132170.79,1
"1435",37,113829.93,1
"1436",21,88602.51,2
"1437",32,110388.366726524,1
"1438",45,56856.27,4
"1439",29,153751.53,1
"1440",28,43565.64,4
"1441",35,103796.61,1
"1442",25,175851.21,3
"1443",34,110388.366726524,1
"1444",58,84556.26,2
"1445",41,245561.91,3
"1446",52,110388.366726524,1
"1447",24,94829.34,2
"1448",23,100571.88,1
"1449",33,86826.03,2
"1450",50,110388.366726524,1
"1451",25,158366.85,1
"1452",55,110388.366726524,1
"1453",67,33132.6,4
"1454",24,65520.54,2
"1455",25,110388.366726524,1
"1456",37,130839.45,1
"1457",75,110388.366726524,1
"1458",77,86458.95,2
"1459",40,43854.33,4
"1460",21,110388.366726524,1
"1461",36,172299.6,3
"1462",24,110388.366726524,1
"1463",24,110388.366726524,1
"1464",60,110388.366726524,1
"1465",30,122663.16,1
"1466",23,68910.09,2
"1467",30,32542.2,4
"1468",56,63409.86,4
"1469",27,120452.67,1
"1470",33,244039.86,3
"1471",22,109324.38,1
"1472",24,110388.366726524,1
"1473",23,126108.63,1
"1474",32,60989.43,4
"1475",86,155416.11,1
"1476",49,138470.61,1
"1477",65,224996.91,3
"1478",20,94054.44,2
"1479",43,85083.54,2
"1480",61,51741.12,4
"1481",52,119093.1,1
"1482",30,110388.366726524,1
"1483",61,110878.2,1
"1484",39,77672.25,2
"1485",25,110388.366726524,1
"1486",4,110388.366726524,1
"1487",70,129894.24,1
"1488",30,110388.366726524,1
"1489",71,161469.84,1
"1490",58,46695.93,4
"1491",21,61266.33,4
"1492",59,153960.63,1
"1493",96,92157.06,2
"1494",65,48038.58,4
"1495",33,219254.49,3
"1496",59,175473.57,3
"1497",23,92654.19,2
"1498",23,148080.45,1
"1499",35,110388.366726524,1
"1500",20,80137.17,2
"1501",20,110388.366726524,1
"1502",24,142662.21,1
"1503",46,89712.75,2
"1504",23,62407.02,4
"1505",24,95326.38,2
"1506",42,54006.42,4
"1507",27,74895.3,2
"1508",36,126234.18,1
"1509",82,110388.366726524,1
"1510",42,79144.5,2
"1511",46,78048.81,2
"1512",46,78258.18,2
"1513",95,73139.07,2
"1514",37,110388.366726524,1
"1515",56,137953.29,1
"1516",48,179874.72,3
"1517",89,283802.52,3
"1518",23,81668.76,2
"1519",22,110388.366726524,1
"1520",39,185345.91,3
"1521",37,30070.8,4
"1522",74,263574.36,3
"1523",54,168070.5,3
"1524",43,134771.94,1
"1525",59,70185.96,2
"1526",44,134684.73,1
"1527",38,94850.28,2
"1528",24,254311.62,3
"1529",61,110388.366726524,1
"1530",40,174367.05,3
"1531",63,52714.74,4
"1532",44,67695.69,2
"1533",49,23460.12,4
"1534",27,104938.74,1
"1535",48,110388.366726524,1
"1536",39,110388.366726524,1
"1537",45,112955.43,1
"1538",21,110388.366726524,1
"1539",21,161988.78,1
"1540",28,97445.85,2
"1541",41,55241.34,4
"1542",59,191742.93,3
"1543",23,97616.7,2
"1544",20,110388.366726524,1
"1545",75,71613.27,2
"1546",70,200597.91,3
"1547",42,61567.98,4
"1548",27,18191.55,4
"1549",42,63381.96,4
"1550",41,29396.37,4
"1551",25,54850.59,4
"1552",46,212913.03,3
"1553",23,106397.67,1
"1554",20,110388.366726524,1
"1555",34,61327.5,4
"1556",32,60296.94,4
"1557",55,110388.366726524,1
"1558",21,110388.366726524,1
"1559",25,75836.58,2
"1560",57,171822.96,3
"1561",55,76197.63,2
"1562",76,98003.28,2
"1563",22,61064.1,4
"1564",21,230537.58,3
"1565",24,110388.366726524,1
"1566",68,124667.37,1
"1567",56,184127.07,3
"1568",63,112399.5,1
"1569",64,183623.22,3
"1570",46,110388.366726524,1
"1571",58,113364.33,1
"1572",39,56784.24,4
"1573",29,113070.87,1
"1574",23,125222.46,1
"1575",22,94234.11,2
"1576",24,117546.33,1
"1577",41,93149.88,2
"1578",50,97811.1,2
"1579",41,89558.37,2
"1580",39,232780.32,3
"1581",11,110388.366726524,1
"1582",29,110388.366726524,1
"1583",44,47872.17,4
"1584",21,117939.54,1
"1585",44,156329.88,1
"1586",50,231361.74,3
"1587",45,75604.59,2
"1588",92,110388.366726524,1
"1589",41,139336.47,1
"1590",45,136134.45,1
"1591",33,110388.366726524,1
"1592",45,158172.42,1
"1593",81,143543.58,1
"1594",28,80921.19,2
"1595",88,98742.15,2
"1596",22,110388.366726524,1
"1597",32,67533.72,2
"1598",37,45962.43,4
"1599",49,110388.366726524,1
"1600",63,52198.8,4
"1601",44,140249.13,1
"1602",37,110388.366726524,1
"1603",41,128265.15,1
"1604",23,77112.45,2
"1605",71,106132.32,1
"1606",70,110388.366726524,1
"1607",42,165014.31,3
"1608",46,106448.67,1
"1609",32,44846.46,4
"1610",24,66230.94,2
"1611",20,62345.73,4
"1612",23,57754.05,4
"1613",22,227267.49,3
"1614",51,106239.72,1
"1615",72,39863.91,4
"1616",51,30289.86,4
"1617",22,103099.59,1
"1618",28,140322,1
"1619",83,110388.366726524,1
"1620",29,41809.74,4
"1621",72,262387.44,3
"1622",40,92000.76,2
"1623",34,78077.01,2
"1624",24,57200.49,4
"1625",25,110388.366726524,1
"1626",22,49260.36,4
"1627",22,118040.67,1
"1628",33,110388.366726524,1
"1629",20,63179.91,4
"1630",50,110388.366726524,1
"1631",47,119663.07,1
"1632",22,243066.45,3
"1633",24,173876.4,3
"1634",35,84436.41,2
"1635",22,110388.366726524,1
"1636",44,49946.58,4
"1637",35,161799.09,1
"1638",23,142850.28,1
"1639",12,70268.94,2
"1640",42,64987.53,4
"1641",22,56571.12,4
"1642",40,144034.2,1
"1643",26,126862.32,1
"1644",58,177685.62,3
"1645",61,147198.87,1
"1646",20,37405.74,4
"1647",21,219023.4,3
"1648",43,110388.366726524,1
"1649",22,110388.366726524,1
"1650",44,125523.27,1
"1651",37,110388.366726524,1
"1652",23,174025.5,3
"1653",23,102682.53,1
"1654",29,99786.06,2
"1655",46,107298.66,1
"1656",28,110388.366726524,1
"1657",26,106867.14,1
"1658",27,25443.63,4
"1659",40,188162.94,3
"1660",22,188091.18,3
"1661",22,116531.13,1
"1662",26,77404.95,2
"1663",58,141470.85,1
"1664",22,98429.58,2
"1665",50,96584.34,2
"1666",52,201616.2,3
"1667",24,53850.66,4
"1668",23,93906.24,2
"1669",40,110388.366726524,1
"1670",72,110388.366726524,1
"1671",53,53880.81,4
"1672",42,66522.9,2
"1673",23,74750.91,2
"1674",47,146000.76,1
"1675",69,110388.366726524,1
"1676",21,110388.366726524,1
"1677",22,110388.366726524,1
"1678",23,51771.27,4
"1679",24,110388.366726524,1
"1680",20,110388.366726524,1
"1681",86,68738.04,2
"1682",45,110388.366726524,1
"1683",23,44298.03,4
"1684",39,110117.22,1
"1685",29,110388.366726524,1
"1686",45,190669.86,3
"1687",24,107643.33,1
"1688",55,105463.41,1
"1689",28,110388.366726524,1
"1690",73,110388.366726524,1
"1691",45,109206.87,1
"1692",54,136740.33,1
"1693",64,84451.74,2
"1694",71,122787.12,1
"1695",45,101823.27,1
"1696",41,159766.47,1
"1697",35,110388.366726524,1
"1698",79,209896.95,3
"1699",38,102400.32,1
"1700",26,125405.25,1
"1701",23,76436.34,2
"1702",49,112753.2,1
"1703",48,142679.43,1
"1704",44,227098.92,3
"1705",57,171969.87,3
"1706",26,68757.18,2
"1707",23,110388.366726524,1
"1708",35,110388.366726524,1
"1709",44,102266.43,1
"1710",43,150628.29,1
"1711",35,45371.55,4
"1712",68,92871.18,2
"1713",32,75372.84,2
"1714",78,102069.81,1
"1715",45,47686.26,4
"1716",31,110388.366726524,1
"1717",42,108810.87,1
"1718",51,46245.27,4
"1719",45,43167.39,4
"1720",31,36822.36,4
"1721",31,99285.93,2
"1722",92,78984.57,2
"1723",23,56514.12,4
"1724",40,35299.05,4
"1725",55,110388.366726524,1
"1726",21,110388.366726524,1
"1727",48,110388.366726524,1
"1728",29,43497.18,4
"1729",81,110388.366726524,1
"1730",45,66693.45,2
"1731",43,88113.81,2
"1732",39,114049.32,1
"1733",40,80544.03,2
"1734",54,147351.96,1
"1735",24,176803.77,3
"1736",46,207651.12,3
"1737",23,77942.7,2
"1738",20,110388.366726524,1
"1739",31,50016.18,4
"1740",43,155674.14,1
"1741",53,49753.89,4
"1742",83,140348.49,1
"1743",48,110388.366726524,1
"1744",21,71164.95,2
"1745",25,42762.81,4
"1746",48,110388.366726524,1
"1747",35,67088.31,2
"1748",45,82910.46,2
"1749",23,110388.366726524,1
"1750",36,110388.366726524,1
"1751",65,234114.75,3
"1752",33,141294.18,1
"1753",20,245148.15,3
"1754",23,44459.19,4
"1755",33,106449.75,1
"1756",63,110388.366726524,1
"1757",38,110388.366726524,1
"1758",26,71307.24,2
"1759",50,116687.01,1
"1760",22,81067.56,2
"1761",55,167503.32,3
"1762",67,109339.53,1
"1763",49,110388.366726524,1
"1764",40,141379.41,1
"1765",24,110388.366726524,1
"1766",50,142926.9,1
"1767",66,110388.366726524,1
"1768",33,110388.366726524,1
"1769",20,110388.366726524,1
"1770",54,129554.49,1
"1771",40,68544.72,2
"1772",58,152392.08,1
"1773",54,88241.19,2
"1774",40,114474.78,1
"1775",23,206521.35,3
"1776",26,55536.45,4
"1777",28,53800.2,4
"1778",21,65207.88,4
"1779",24,210928.74,3
"1780",49,286785.12,3
"1781",23,110388.366726524,1
"1782",58,68497.05,2
"1783",71,118752.36,1
"1784",25,162704.61,1
"1785",44,109085.19,1
"1786",22,36821.13,4
"1787",22,110388.366726524,1
"1788",23,70238.52,2
"1789",54,38712.96,4
"1790",21,78805.23,2
"1791",76,84587.1,2
"1792",52,110388.366726524,1
"1793",42,201906.48,3
"1794",55,116902.8,1
"1795",74,204162.03,3
"1796",59,136837.98,1
"1797",51,110388.366726524,1
"1798",33,148515.3,1
"1799",65,110388.366726524,1
"1800",45,63586.8,4
"1801",25,93887.28,2
"1802",52,146174.73,1
"1803",28,110388.366726524,1
"1804",33,110388.366726524,1
"1805",36,239055.03,3
"1806",26,61140.93,4
"1807",21,41014.53,4
"1808",74,104841.18,1
"1809",25,166301.31,3
"1810",74,110388.366726524,1
"1811",48,271572.03,3
"1812",24,38174.07,4
"1813",36,110388.366726524,1
"1814",29,113671.08,1
"1815",54,110388.366726524,1
"1816",25,155233.83,1
"1817",22,46912.5,4
"1818",53,126225,1
"1819",21,55851.42,4
"1820",34,110388.366726524,1
"1821",47,30801.81,4
"1822",55,56595.39,4
"1823",43,110388.366726524,1
"1824",50,183876.06,3
"1825",21,220541.76,3
"1826",26,46990.5,4
"1827",58,79267.71,2
"1828",68,98519.19,2
"1829",35,62342.04,4
"1830",22,110388.366726524,1
"1831",28,43009.95,4
"1832",49,200770.89,3
"1833",40,61471.26,4
"1834",99,101955.24,1
"1835",46,110388.366726524,1
"1836",49,177870.81,3
"1837",26,86154.54,2
"1838",29,110388.366726524,1
"1839",53,77807.19,2
"1840",69,35289.66,4
"1841",34,110388.366726524,1
"1842",52,64450.89,4
"1843",23,68635.17,2
"1844",21,110388.366726524,1
"1845",45,117761.97,1
"1846",53,110388.366726524,1
"1847",25,140207.37,1
"1848",65,186746.34,3
"1849",22,83229.21,2
"1850",60,133967.31,1
"1851",30,99292.23,2
"1852",80,61550.43,4
"1853",37,118283.76,1
"1854",46,181554.84,3
"1855",24,281945.07,3
"1856",25,65814.6,2
"1857",58,102129.42,1
"1858",22,110388.366726524,1
"1859",30,173131.68,3
"1860",23,78386.52,2
"1861",56,203532.15,3
"1862",32,75178.86,2
"1863",24,110388.366726524,1
"1864",55,70661.52,2
"1865",22,28389.93,4
"1866",55,110388.366726524,1
"1867",48,127704.99,1
"1868",40,229316.37,3
"1869",21,144024.69,1
"1870",81,96638.91,2
"1871",34,110388.366726524,1
"1872",21,110388.366726524,1
"1873",20,46233.12,4
"1874",89,241857.96,3
"1875",37,110388.366726524,1
"1876",42,58293.24,4
"1877",26,177484.17,3
"1878",72,110388.366726524,1
"1879",84,110388.366726524,1
"1880",21,232402.56,3
"1881",51,190643.58,3
"1882",53,110388.366726524,1
"1883",23,60139.62,4
"1884",23,74793.12,2
"1885",53,110388.366726524,1
"1886",30,112237.56,1
"1887",28,58470.66,4
"1888",36,162389.85,1
"1889",54,52688.16,4
"1890",43,104990.61,1
"1891",23,112667.34,1
"1892",57,83864.04,2
"1893",39,111524.4,1
"1894",38,110388.366726524,1
"1895",21,78612.87,2
"1896",43,110388.366726524,1
"1897",40,68304.81,2
"1898",47,82250.37,2
"1899",62,151808.61,1
"1900",23,68270.55,2
"1901",44,48008.82,4
"1902",50,88249.41,2
"1903",40,131548.17,1
"1904",43,92289.18,2
"1905",24,74442.69,2
"1906",66,91238.7,2
"1907",43,110388.366726524,1
"1908",29,123311.04,1
"1909",40,110388.366726524,1
"1910",25,165663,3
"1911",22,73242.72,2
"1912",34,93261.63,2
"1913",51,30647.28,4
"1914",25,59639.4,4
"1915",32,128810.19,1
"1916",24,109485.03,1
"1917",53,38666.58,4
"1918",42,72115.02,2
"1919",47,95377.41,2
"1920",37,64992.66,4
"1921",29,89879.01,2
"1922",26,67392,2
"1923",42,81335.22,2
"1924",30,54843.75,4
"1925",50,115213.23,1
"1926",30,84574.05,2
"1927",36,69241.41,2
"1928",16,98504.46,2
"1929",39,182205.87,3
"1930",24,110388.366726524,1
"1931",53,110388.366726524,1
"1932",23,110388.366726524,1
"1933",31,65293.05,2
"1934",42,243139.32,3
"1935",42,101683.74,1
"1936",34,44358.72,4
"1937",32,248976.57,3
"1938",25,124213.38,1
"1939",31,121420.59,1
"1940",20,110388.366726524,1
"1941",20,110388.366726524,1
"1942",32,90296.64,2
"1943",92,110388.366726524,1
"1944",50,110388.366726524,1
"1945",21,90242.37,2
"1946",46,110388.366726524,1
"1947",82,61132.32,4
"1948",42,110388.366726524,1
"1949",37,49816.11,4
"1950",69,110388.366726524,1
"1951",6,137927.19,1
"1952",20,181166.52,3
"1953",41,54744.24,4
"1954",23,143490.78,1
"1955",56,49499.7,4
"1956",22,49750.5,4
"1957",25,54637.08,4
"1958",68,84631.56,2
"1959",54,213233.91,3
"1960",21,68336.82,2
"1961",23,63688.77,4
"1962",25,110388.366726524,1
"1963",42,70493.1,2
"1964",28,32185.05,4
"1965",60,187597.23,3
"1966",34,110388.366726524,1
"1967",20,70044.09,2
"1968",36,59420.55,4
"1969",21,78870.33,2
"1970",81,75430.17,2
"1971",20,51506.07,4
"1972",48,206608.98,3
"1973",51,27112.83,4
"1974",46,80716.17,2
"1975",24,63826.5,4
"1976",43,110388.366726524,1
"1977",68,121299.21,1
"1978",41,109937.61,1
"1979",54,110388.366726524,1
"1980",50,153873.06,1
"1981",99,256141.68,3
"1982",44,52754.19,4
"1983",20,283501.38,3
"1984",46,110388.366726524,1
"1985",21,105483.93,1
"1986",47,92805.06,2
"1987",46,60083.67,4
"1988",81,57100.41,4
"1989",25,70923.63,2
"1990",24,35375.85,4
"1991",38,155588.58,1
"1992",59,110388.366726524,1
"1993",45,110388.366726524,1
"1994",62,88998.42,2
"1995",54,154938.72,1
"1996",20,104466.48,1
"1997",32,59591.4,4
"1998",28,81361.41,2
"1999",31,53844.87,4
"2000",77,239174.04,3
"2001",44,56213.43,4
"2002",43,201315.66,3
"2003",53,110388.366726524,1
"2004",21,68892.9,2
"2005",24,30152.97,4
"2006",28,110388.366726524,1
"2007",34,20342.73,4
"2008",24,136768.29,1
"2009",59,100578.18,1
"2010",56,110388.366726524,1
"2011",28,161246.07,1
"2012",23,71540.34,2
"2013",42,110388.366726524,1
"2014",37,110388.366726524,1
"2015",60,100161.9,1
"2016",50,69097.29,2
"2017",75,39736.44,4
"2018",45,92382.15,2
"2019",69,211520.97,3
"2020",43,89900.04,2
"2021",23,79038.75,2
"2022",20,55598.25,4
"2023",80,110388.366726524,1
"2024",41,110388.366726524,1
"2025",58,110388.366726524,1
"2026",27,92642.43,2
"2027",24,110388.366726524,1
"2028",22,74645.76,2
"2029",59,139435.92,1
"2030",23,113658.9,1
"2031",52,110388.366726524,1
"2032",58,110388.366726524,1
"2033",54,110388.366726524,1
"2034",87,236880.99,3
"2035",51,110388.366726524,1
"2036",24,110388.366726524,1
"2037",46,110388.366726524,1
"2038",42,98122.62,2
"2039",23,51823.23,4
"2040",32,132375.15,1
"2041",27,44625.6,4
"2042",46,157461.24,1
"2043",46,133976.46,1
"2044",43,122071.68,1
"2045",50,89260.05,2
"2046",21,61993.11,4
"2047",44,110388.366726524,1
"2048",21,81273.03,2
"2049",24,110388.366726524,1
"2050",21,110388.366726524,1
"2051",21,109440.09,1
"2052",24,64978.2,4
"2053",23,163861.11,3
"2054",48,75688.26,2
"2055",43,111203.31,1
"2056",47,150845.7,1
"2057",57,163617.3,1
"2058",23,181049.22,3
"2059",43,84659.64,2
"2060",21,50361.06,4
"2061",11,260643.36,3
"2062",36,110388.366726524,1
"2063",55,110388.366726524,1
"2064",36,75056.61,2
"2065",20,110388.366726524,1
"2066",37,110388.366726524,1
"2067",26,68035.32,2
"2068",23,143976.24,1
"2069",48,102979.95,1
"2070",23,65935.83,2
"2071",40,273683.79,3
"2072",23,110388.366726524,1
"2073",39,64511.73,4
"2074",23,46161.93,4
"2075",22,211694.19,3
"2076",52,129207.45,1
"2077",28,63371.01,4
"2078",29,110388.366726524,1
"2079",25,198998.1,3
"2080",23,166997.73,3
"2081",31,110388.366726524,1
"2082",25,177526.74,3
"2083",50,129076.95,1
"2084",38,64361.49,4
"2085",22,93067.71,2
"2086",36,110388.366726524,1
"2087",24,104804.25,1
"2088",22,110388.366726524,1
"2089",8,182783.37,3
"2090",21,109700.16,1
"2091",36,142296.93,1
"2092",58,77651.4,2
"2093",23,110388.366726524,1
"2094",26,110388.366726524,1
"2095",44,137252.16,1
"2096",22,67873.29,2
"2097",42,34630.59,4
"2098",26,52757.73,4
"2099",48,45143.25,4
"2100",18,110350.41,1
"2101",20,110388.366726524,1
"2102",29,91734.12,2
"2103",27,110388.366726524,1
"2104",30,125172.72,1
"2105",52,186083.52,3
"2106",44,67043.55,2
"2107",70,110388.366726524,1
"2108",17,110388.366726524,1
"2109",42,110388.366726524,1
"2110",39,165944.07,3
"2111",20,110388.366726524,1
"2112",22,208473.69,3
"2113",24,110388.366726524,1
"2114",38,178586.61,3
"2115",49,75206.34,2
"2116",23,115434.57,1
"2117",65,104985.21,1
"2118",54,176741.43,3
"2119",51,102523.74,1
"2120",24,41092.68,4
"2121",24,110388.366726524,1
"2122",29,82053.12,2
"2123",67,79864.71,2
"2124",58,110388.366726524,1
"2125",63,110388.366726524,1
"2126",43,51955.44,4
"2127",59,127550.58,1
"2128",26,187057.47,3
"2129",21,178775.31,3
"2130",75,92900.52,2
"2131",34,35235.18,4
"2132",60,110388.366726524,1
"2133",31,177536.13,3
"2134",57,82515.06,2
"2135",48,155768.58,1
"2136",33,34554.33,4
"2137",28,95668.38,2
"2138",47,79050.09,2
"2139",66,215927.73,3
"2140",98,160122.54,1
"2141",41,110388.366726524,1
"2142",23,112863.24,1
"2143",65,86123.28,2
"2144",23,110388.366726524,1
